work_id,n_source_rows,source_stage1,source_stage1_5,is_cross_package_duplicate,has_conflict,state,ida,mp_name,mp_name_normalized,constituency,work_category,work_description,completion_date,disbursed_amount,completion_term,completion_term_confidence,image_present,image,resolution_status,work_raw,work_desc_from_work_field,work_id_unresolved_reason,completion_term_evidence,source_package,source_file,source_row_number,source_record_id,unresolved_record_id
WS/MP005/2025-2026/174775,1.0,True,False,False,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,"Construction of C.C Road Work At Vamali Village, Near Para Area, Remaining Work",2026-01-22,196460.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP005/2025-2026/174776,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,"Construction of Paver Block Work At Modaj Village, Navrangpura Area Near Pujabhai Dahyabhai House Faliya Area",2026-01-22,98596.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP005/2025-2026/174781,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,"Construction Of Paver Block Work at Modaj Village, Hukabhai udabhai Faliya, Area",2026-01-22,49081.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP005/2025-2026/174784,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,"Construction Of Paver Block Work At Vansoli, beside Main Road towards Remaing Part Work,",2026-01-22,196099.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP005/2025-2026/174785,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,"Construction of Paver Block Work at Sundha Village,Ramdevji Maharaj Mandir Near By Areas",2026-01-22,196099.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP005/2025-2026/174786,1.0,True,False,False,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction of C.C Road Work At Navagam Dolpura Approach Road Towards Manharbhai Chotabhai House Area,2026-01-22,196201.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP005/2025-2026/174810,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,"Construction of C.C Road Work At Sojali Village, Bhathiji Mandir Towards Indiranagri Area",2026-01-21,196313.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP005/2025-2026/174817,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction of C.C Road Work At Khodiyarmata Faliya towards Creamatorium Area,2026-01-22,98344.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP005/2025-2026/174818,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction of Paver Block Work At Parmar nana Faliya towards Remaining Part Work,2026-02-12,245419.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP005/2025-2026/174979,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,"Construction of Paver Block Work At Zhal bhai Muvadi, Zalapura Area Pravinbhai Raijibhia house Area Remaining Work",2026-02-12,98596.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP005/2025-2026/174980,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,"Construction of Paver Block Work At Zhal bhai Ni Muvadi, NAvapura Area Khodiyarmataji Mandir towards Vinubhai Ramabhai Dabhi Farm",2026-02-12,49081.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP005/2025-2026/174981,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,"Construction of Paver Block Work At Gadhiyara, Holi Chakla Area Surrounded",2025-10-04,99535.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP005/2025-2026/174993,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,"Construction of C.C Road Work At Rampur, garnara towards bharatbhai Prabhudas House Area",2026-03-31,300000.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP005/2025-2026/175000,1.0,True,False,False,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction Of Paver Block Work at Shri Swaminarayan Mandir Near Area,2026-03-31,200000.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP005/2025-2026/175001,1.0,True,False,False,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction Of Paver Block Work at Manubhai House towards Dharmeshbhai House Area,2026-03-31,200000.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP005/2025-2026/175003,1.0,True,False,False,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,"Construction of C.C Road Work At Mitral, Gabbar Chakla towards Bhuva Talavdi area",2026-03-31,200000.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP005/2025-2026/175136,1.0,True,False,False,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,"Construction Of Paver Block Work at Nayaka, Melabhai Gadabhai House towrds Shreeji Pura Road",2026-03-12,150000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP005/2025-2026/175138,1.0,True,False,False,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction Of Paver Block Work at Mahadevpura Area and Bhathiji Faliyu,2026-03-12,199990.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP005/2025-2026/175139,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction Of Paver Block Work at RabariVas Kanpni Khadki Area,2025-11-06,100000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP005/2025-2026/175140,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction Of Paver Block Work at Vaghela Faliya Area,2025-11-06,150000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP005/2025-2026/175142,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction Of Paver Block Work at Himmatbhai Panchal House towards parbadi Area and Mahendrabhai Soni House Area,2025-11-06,100000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP005/2025-2026/175161,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction Of Paver Block Work at Daduram Faliya Area,2025-11-06,200000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP005/2025-2026/175163,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,"Construction Of Paver Block Work at Between Motavas and Vankar Vas, Manharbhai Chauhan House Towards Gabhrubhai Chauhan House Area,",2025-06-26,300000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP005/2025-2026/175164,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction Of Paver Block Work at Mahakali Mandir Near By Shaileshbhai Parmar House Area,2025-06-26,150000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP005/2025-2026/175175,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction Of C.C Road Work at Virambhai House Area towards Gopal bhai Atmaram House Area,2025-06-26,250000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP005/2025-2026/175177,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,"Construction Of Paver Block Work at Behind Verai Mataji Mandir Area, Juwansinh Dodiya House towards Balvantsinh Dodiya House Area",2025-08-12,197198.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP005/2025-2026/175179,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction Of C.C Road Work at Lali Barejadi Road towards Aadivasi Crematorium Area,2025-06-04,250000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP005/2025-2026/175180,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction Of C.C Road Work at Creamatorium towards Ajitbhai Chandubhai Tubewell,2025-06-04,250000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP005/2025-2026/175181,1.0,True,False,False,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,"Construction of night shelters for homeless, At Village",2026-03-17,449951.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP005/2025-2026/175182,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,"Construction of C.C Road Work At, Ambamata Faliya Area and Patel Khadki Area",2025-07-01,220000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP005/2025-2026/175203,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction of C.C Road Work At Umiypura Rajmarg towards Bhagabhai Patel and Kanubhai Panchal House Area Remaining Work,2025-06-10,198415.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP005/2025-2026/175204,1.0,True,False,False,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction of Paver Block Work At Creamatorium,2026-01-28,250000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP005/2025-2026/175205,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction of C.C Road Work At Bhanubhai Bharvad House towards Main Road,2025-07-05,200000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP005/2025-2026/175220,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction Of Paver Block Work at Zabhajkha towards Mayudikhaa House Imran khan Nabi kha FAliya,2025-07-01,100000.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP005/2025-2026/175222,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction Of Paver Block Work at Barpura Area Bismillahmiya Hayatmiya Faliya towards Nanamiya House Area,2025-07-01,100000.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP005/2025-2026/175234,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction Of Paver Block Work at behind Sharad Shah High School,2025-09-18,300000.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP005/2025-2026/175255,1.0,True,False,False,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction of C.C Road Work At Ranchodpura (Talpada Area),2026-07-18,100000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP005/2025-2026/175258,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction of Paver Block Work At MainRoad towards Naherubhai ghandhandubhai bharvad House Area,2025-10-14,400000.0,Unknown,UNKNOWN,False,,resolved,,,,,,,,,
WS/MP005/2025-2026/175389,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction of C.C Road Work At Hathnoli Road towards Chhabapura Area,2025-11-07,199346.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP005/2025-2026/175390,1.0,True,False,False,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,"Construction of C.C Road Work At, Juna Pranami Kanubhai Maharaj House towards Faliya Area",2026-07-29,200000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
WS/MP005/2025-2026/175402,2.0,True,True,True,False,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,"Installing tube-wells and borewells, JAvol Ni Muvadi(Bapunagar Area) SO. Parmar Vinubhai HUkaabhai House Area",2025-11-07,70000.0,Unknown,UNKNOWN,True,Images,resolved,,,,,,,,,
